car_name_fixed,city,showroom_name,manufacturing_year,trim,body_type,color,product,invygo_baseprice,starter_fee,sto_contract_length,car_condition,vehicle_category
Dzire,Riyadh,Riyadh - Al jazirah,"2,026",GL,Sedan,White,STS,770,,,NEW,Sedan
Dzire,Riyadh,Riyadh - Al jazirah,"2,026",GL,Sedan,White,STS,770,,,NEW,Sedan
Dzire,Riyadh,Riyadh - Al jazirah,"2,026",GL,Sedan,White,STS,770,,,NEW,Sedan
Dzire,Riyadh,Riyadh - Al jazirah,"2,026",GL,Sedan,White,STS,770,,,NEW,Sedan
Dzire,Riyadh,Riyadh - Al jazirah,"2,026",GL,Sedan,White,STS,770,,,NEW,Sedan
Dzire,Riyadh,Riyadh - Al jazirah,"2,026",GL,Sedan,White,STS,770,,,NEW,Sedan
Dzire,Riyadh,Riyadh - Al jazirah,"2,026",GL,Sedan,White,STS,770,,,NEW,Sedan
Sonet,Riyadh,Riyadh - Al Urubah,"2,026",LX,SUV,Black,STS,"1,130",,,NEW,Crossover
Yaris,Riyadh,Ritadh - Al Areed,"2,026",Y,Sedan,White,MONTHLY,"2,389",,,NEW,Compact
i10,Riyadh,Riyadh - Al Khaleg,"2,025",MPI,Sedan,White,STS,640,,,NEW,Compact
Kona,Riyadh,Riyadh - Al Aqiq,"2,021",Smartstream,Crossover,Silver,STS,"1,169",,,NEW,Crossover
Vigus,Riyadh,Riyadh - Sulimaniyah,"2,024",STD,Pickup,White,MONTHLY,"4,719",,,NEW,Pickup
Dzire,Riyadh,Riyadh - Al Yarmuk,"2,024",GL,Sedan,White,MONTHLY,"1,789",,,NEW,Sedan
Accent,Riyadh,Riyadh - Al Quds - Pickup,"2,026",Fleet,Sedan,Gray,STO,"2,350","1,400",,NEW,Compact
Accent,Jeddah,Jeddah - Ar Rabwah - Pickup,"2,026",Fleet,Sedan,Gray,STO,"2,350","1,400",,NEW,Compact
Accent,Riyadh,Riyadh - Al Quds - Pickup,"2,026",Fleet,Sedan,Gray,STO,"2,350","2,600",,NEW,Compact
Accent,Riyadh,Riyadh - Al Quds - Pickup,"2,026",Fleet,Sedan,Gray,STO,"2,350","1,400",,NEW,Compact
Accent,Dammam,Dammam - Al Rawdah - Pickup,"2,026",Fleet,Sedan,Gray,STO,"2,350","1,400",,NEW,Compact
Accent,Riyadh,Riyadh - Al Quds - Pickup,"2,026",Fleet,Sedan,Gray,STO,"2,350","1,400",,NEW,Compact
Elantra,Jeddah,Jeddah - Ar Rabwah - Pickup,"2,026",Smart,Sedan,Gray,STO,"2,925","1,700",,NEW,Sedan
Elantra,Dammam,Dammam - Al Rawdah - Pickup,"2,026",Smart,Sedan,White,STO,"2,925","3,200",,NEW,Sedan
Elantra,Riyadh,Riyadh - Al Quds - Pickup,"2,026",Smart,Sedan,Gray,STO,"2,925","1,700",,NEW,Sedan
Elantra,Jeddah,Jeddah - Ar Rabwah - Pickup,"2,026",Smart,Sedan,Gray,STO,"2,925","1,700",,NEW,Sedan
Elantra,Jeddah,Jeddah - Ar Rabwah - Pickup,"2,026",Smart,Sedan,Gray,STO,"2,925","1,700",,NEW,Sedan
Elantra,Jeddah,Jeddah - Ar Rabwah - Pickup,"2,026",Smart,Sedan,Gray,STO,"2,925","1,700",,NEW,Sedan
Elantra,Riyadh,Riyadh - Al Quds - Pickup,"2,026",Smart,Sedan,Gray,STO,"2,925","1,700",,NEW,Sedan
Elantra,Dammam,Dammam - Al Rawdah - Pickup,"2,026",Smart,Sedan,Gray,STO,"2,925","1,700",,NEW,Sedan
Elantra,Dammam,Dammam - Al Rawdah - Pickup,"2,026",Smart,Sedan,White,STO,"2,925","1,700",,NEW,Sedan
Creta,Dammam,Dammam - Al Rawdah - Pickup,"2,026",Smart,SUV,Gray,STO,"2,825","1,700",,NEW,Crossover
Creta,Dammam,Dammam - Al Rawdah - Pickup,"2,026",Smart,SUV,Silver,STO,"2,825","3,100",,NEW,Crossover
Creta,Dammam,Dammam - Al Rawdah - Pickup,"2,026",Smart,SUV,Gray,STO,"2,825","1,700",,NEW,Crossover
Elantra,Jeddah,Jeddah - Ar Rabwah - Pickup,"2,026",Smart,Sedan,White,STO,"2,925","1,700",,NEW,Sedan
Elantra,Jeddah,Jeddah - Ar Rabwah - Pickup,"2,026",Smart,Sedan,Silver,STO,"2,925","1,700",,NEW,Sedan
Cityray,Jeddah,Jeddah - Ar Rabwah - Pickup,"2,026",GC,SUV,White,STO,"2,850","1,800",,NEW,SUV
Elantra,Jeddah,Jeddah - Ar Rabwah - Pickup,"2,026",Smart,Sedan,Gray,STO,"2,925","1,700",,NEW,Sedan
Elantra,Dammam,Dammam - Al Rawdah - Pickup,"2,026",Smart,Sedan,Silver,STO,"2,925","1,700",,NEW,Sedan
Elantra,Dammam,Dammam - Al Rawdah - Pickup,"2,026",Smart,Sedan,Silver,STO,"2,925","1,700",,NEW,Sedan
Creta,Dammam,Dammam - Al Rawdah - Pickup,"2,026",Smart,SUV,Gray,STO,"2,825","1,700",,NEW,Crossover
Cityray,Dammam,Dammam - Al Rawdah - Pickup,"2,026",GC,SUV,Gray,STO,"2,850","3,300",,NEW,SUV
Cityray,Dammam,Dammam - Al Rawdah - Pickup,"2,026",GC,SUV,Gray,STO,"2,850","3,300",,NEW,SUV
Creta,Jeddah,Jeddah - Ar Rabwah - Pickup,"2,026",Smart,SUV,Silver,STO,"2,825","1,700",,NEW,Crossover
Seltos,Riyadh,Riyadh - Al Aqiq,"2,024",LX,SUV,Grey,MONTHLY,"3,149",,,NEW,Crossover
Pegas,Jeddah,Jeddah - Al-Baghdadiyah Al-Gharbiyah,"2,023",LX,Sedan,White,MONTHLY,"2,169",,,NEW,Compact
Yaris,Al Khobar,Khobar - Al Thawn,"2,023",Y,Sedan,White,MONTHLY,"2,319",,,NEW,Compact
RX5,Riyadh,Riyadh - Al Aqiq,"2,022",STD,SUV,Black,STS,860,,,NEW,Crossover
500,Riyadh,Riyadh - Al Aqiq,"2,023",STD,Hatchback,Blue,MONTHLY,"4,759",,,NEW,Compact
Yaris,Jeddah,Jeddah - 70,"2,024",Y,Sedan,White,MONTHLY,"2,549",,,NEW,Compact
Yaris,Jeddah,Jeddah - Palastin,"2,024",Y,Sedan,White,MONTHLY,"2,549",,,NEW,Compact
Jolion,Jeddah,Jeddah - Al Sanabel  - Pickup,"2,026",STD,Hatchback,Black,STO,"2,650","1,400",,NEW,Crossover
Jolion,Riyadh,Riyadh - As Sulimaniyah - Pickup,"2,026",Basic,Hatchback,Black,STO,"2,650","1,400",,NEW,Crossover
Jolion,Riyadh,Riyadh - As Sulimaniyah - Pickup,"2,026",Basic,Hatchback,White,STO,"2,650","1,400",,NEW,Crossover
Jolion,Riyadh,Riyadh - As Sulimaniyah - Pickup,"2,026",Basic,Hatchback,Gray,STO,"2,650","1,400",,NEW,Crossover
Jolion,Riyadh,Riyadh - As Sulimaniyah - Pickup,"2,026",Basic,Hatchback,White,STO,"2,650","1,400",,NEW,Crossover
Jolion,Jeddah,Jeddah - Al Sanabel  - Pickup,"2,026",STD,Hatchback,Gray,STO,"2,650","1,400",,NEW,Crossover
Jolion,Jeddah,Jeddah - Al Sanabel  - Pickup,"2,026",STD,Hatchback,Gray,STO,"2,650","1,400",,NEW,Crossover
Jolion,Jeddah,Jeddah - Al Sanabel  - Pickup,"2,026",STD,Hatchback,Black,STO,"2,650","1,400",,NEW,Crossover
Jolion,Jeddah,Jeddah - Al Sanabel  - Pickup,"2,026",STD,Hatchback,White,STO,"2,650","1,400",,NEW,Crossover
Jolion,Riyadh,Riyadh - As Sulimaniyah - Pickup,"2,026",Basic,Hatchback,Gray,STO,"2,650","1,400",,NEW,Crossover
Jolion,Jeddah,Jeddah - Al Sanabel  - Pickup,"2,026",STD,Hatchback,Black,STO,"2,650","1,400",,NEW,Crossover
Jolion,Jeddah,Jeddah - Al Sanabel  - Pickup,"2,026",STD,Hatchback,Gray,STO,"2,650","1,400",,NEW,Crossover
Jolion,Jeddah,Jeddah - Al Sanabel  - Pickup,"2,026",STD,Hatchback,White,STO,"2,650","1,400",,NEW,Crossover
Jolion,Jeddah,Jeddah - Al Sanabel  - Pickup,"2,026",STD,Hatchback,Gray,STO,"2,650","1,400",,NEW,Crossover
Jolion,Jeddah,Jeddah - Al Sanabel  - Pickup,"2,026",STD,Hatchback,Gray,STO,"2,650","1,400",,NEW,Crossover
Jolion,Riyadh,Riyadh - As Sulimaniyah - Pickup,"2,026",Basic,Hatchback,Gray,STO,"2,650","1,400",,NEW,Crossover
Jolion,Jeddah,Jeddah - Al Sanabel  - Pickup,"2,026",STD,Hatchback,Gray,STO,"2,650","1,400",,NEW,Crossover
Jolion,Riyadh,Riyadh - As Sulimaniyah - Pickup,"2,026",Basic,Hatchback,White,STO,"2,650","1,400",,NEW,Crossover
Jolion,Riyadh,Riyadh - As Sulimaniyah - Pickup,"2,026",Basic,Hatchback,White,STO,"2,650","1,400",,NEW,Crossover
Jolion,Riyadh,Riyadh - As Sulimaniyah - Pickup,"2,026",Basic,Hatchback,Gray,STO,"2,650","1,400",,NEW,Crossover
Jolion,Riyadh,Riyadh - As Sulimaniyah - Pickup,"2,026",Basic,Hatchback,Gray,STO,"2,650","1,400",,NEW,Crossover
Jolion,Jeddah,Jeddah - Al Sanabel  - Pickup,"2,026",STD,Hatchback,Black,STO,"2,650","1,400",,NEW,Crossover
Jolion,Riyadh,Riyadh - As Sulimaniyah - Pickup,"2,026",Basic,Hatchback,Black,STO,"2,650","1,400",,NEW,Crossover
Kona,Riyadh,فرع القدس - Al-Quds  branch,"2,023",Comfort,Crossover,Grey,STS,900,,,NEW,Crossover
Accent,Jeddah,Jeddah - Sanabel,"2,026",Fleet,Sedan,Silver,MONTHLY,"2,569",,,NEW,Compact
Pegas,Jeddah,Jeddah - Ar Rawdah,"2,024",LX,Sedan,Grey,MONTHLY,"1,789",,,NEW,Compact
Raize,Jeddah,Jeddah Sakr Qoraish,"2,026",XLE,SUV,Silver,MONTHLY,"2,849",,,NEW,Crossover
K3,Dammam,Dammam - Al Jesr,"2,026",STD,Sedan,Black,MONTHLY,"3,089",,,NEW,Compact
Arrizo 5,Jeddah,Jeddah - Al Nuzha,"2,023",Comfort,Sedan,Blue,MONTHLY,"1,829",,,NEW,Sedan
RX8,Jeddah,Dammam - Al Itisalat,"2,022",STD,SUV,White,MONTHLY,"5,289",,,NEW,SUV
GT,Jeddah,Dammam - Al Itisalat,"2,022",STD,Sedan,Yellow,MONTHLY,"2,339",,,NEW,Sedan
Raize,Jeddah,Jeddah - Heraa,"2,023",XLE,SUV,Silver,MONTHLY,"2,169",,,USED,Crossover
Tucson,Jeddah,Jeddah - Bani Malik,"2,020",Smart,SUV,Grey,MONTHLY,"4,329",,,NEW,Crossover
Dzire,Jeddah,Jeddah - Bani Malik,"2,022",GL,Sedan,Red,MONTHLY,"1,789",,,NEW,Sedan
Yaris,Riyadh,Riyadh - Sulimaniyah,"2,023",Y,Sedan,White,MONTHLY,"2,429",,,NEW,Compact
Pegas,Al Khobar,Al Khobar - Al Thuqbah,"2,026",H,Sedan,White,STS,740,,,NEW,Compact
Pegas,Al Khobar,Al Khobar - Al Thuqbah,"2,026",H,Sedan,White,STS,740,,,NEW,Compact
Accent,Riyadh,Riyadh - Ar Rimal,"2,025",Fleet,Sedan,Silver,MONTHLY,"2,479",,,NEW,Compact
Raize,Mecca,Makkah - Alaziziyyah,"2,026",XLE,SUV,Silver,STS,970,,,NEW,Crossover
Accent,Jeddah,Jeddah - Ar Rawdah,"2,025",Fleet,Sedan,Silver,MONTHLY,"2,569",,,NEW,Compact
Accent,Jeddah,Jeddah - Ar Rawdah,"2,025",Fleet,Sedan,Silver,MONTHLY,"2,569",,,NEW,Compact
Accent,Jeddah,Jeddah Sakr Qoraish,"2,025",Fleet,Sedan,Grey,MONTHLY,"2,459",,,NEW,Compact
Accent,Jeddah,Jeddah - Ar Rawdah,"2,025",Fleet,Sedan,Silver,STS,810,,,NEW,Compact
Alsvin,Riyadh,Riyadh - Sulimaniyah,"2,023",STD,Sedan,White,MONTHLY,"1,770",,,NEW,Sedan
Pegas,Jeddah,Jeddah - Heraa,"2,023",LX,Sedan,Beige,MONTHLY,"1,770",,,NEW,Compact
Urban Cruiser,Riyadh,Riyadh - Urubah,"2,024",STD,Crossover,White,MONTHLY,"3,850",,,NEW,Crossover
Mirage,Jeddah,Jeddah - Bani Malik,"2,022",STD,Hatchback,Red,STS,609,,,NEW,Compact
Dzire,Jeddah,Jeddah - Al Nuzha,"2,023",GL,Sedan,Blue,STS,579,,,NEW,Sedan
Sunny,Jeddah,Jeddah - Al Baghdadiyah,"2,022",Classic,Sedan,Brown,MONTHLY,"1,820",,,NEW,Compact
Sunny,Jeddah,Jeddah - Al Nuzha,"2,022",Classic,Sedan,Silver,MONTHLY,"1,820",,,NEW,Compact
Sunny,Jeddah,Dammam - Al Itisalat,"2,023",S,Sedan,Grey,MONTHLY,"1,820",,,NEW,Compact
Sunny,Jeddah,Dammam - Al Itisalat,"2,023",S,Sedan,White,MONTHLY,"1,820",,,NEW,Compact
Sunny,Jeddah,Dammam - Al Itisalat,"2,023",S,Sedan,White,MONTHLY,"1,820",,,NEW,Compact
Sunny,Jeddah,Dammam - Al Itisalat,"2,023",S,Sedan,Grey,STS,579,,,NEW,Compact
Sunny,Jeddah,Dammam - Al Itisalat,"2,023",S,Sedan,White,STS,579,,,NEW,Compact
Yaris,Jeddah,Dammam - Al Itisalat,"2,026",Y,Sedan,White,MONTHLY,"2,460",,,NEW,Compact
Yaris,Jeddah,Dammam - Al Itisalat,"2,026",Y,Sedan,White,MONTHLY,"2,460",,,NEW,Compact
RX8,Jeddah,Jeddah - Bani Malik,"2,022",STD,SUV,White,STS,"2,099",,,NEW,SUV
GT,Jeddah,Jeddah - Al Baghdadiyah,"2,022",STD,Sedan,Yellow,STS,829,,,NEW,Sedan
GT,Jeddah,Jeddah - Al Baghdadiyah,"2,022",STD,Sedan,Yellow,STS,829,,,NEW,Sedan
GT,Jeddah,Dammam - Al Itisalat,"2,022",STD,Sedan,Yellow,MONTHLY,"2,300",,,NEW,Sedan
ZS,Jeddah,Jeddah - Bani Malik,"2,022",STD,Crossover,Blue,MONTHLY,"2,780",,,NEW,Crossover
Pegas,Jeddah,Jeddah - Ar Rawdah,"2,024",LX,Sedan,Grey,MONTHLY,"1,820",,,NEW,Compact
Pegas,Jeddah,Jeddah - Ar Rawdah,"2,024",LX,Sedan,Grey,MONTHLY,"1,820",,,NEW,Compact
Cooper,Jeddah,Jeddah - Terminal 1,"2,022",STD,Hatchback,Blue,MONTHLY,"6,420",,,NEW,Compact
i10,Riyadh,Riyadh - Al Sahaba,"2,025",MPI,Sedan,White,MONTHLY,"1,870",,,NEW,Compact
Corolla,Riyadh,Riyadh - Al Aqiq,"2,021",XLI,Sedan,White,MONTHLY,"2,580",,,NEW,Sedan
Pegas,Madinah,Madinah - Al Areed,"2,026",LX,Sedan,Silver,MONTHLY,"1,930",,,NEW,Compact
Pegas,Madinah,Madinah - Al Areed,"2,026",LX,Sedan,Silver,STS,680,,,NEW,Compact
Pegas,Madinah,Madinah - Al Areed,"2,026",LX,Sedan,Silver,STS,680,,,NEW,Compact
Venue,Madinah,Madinah - Khalid Ibn Al Walid,"2,024",STD,Crossover,Silver,MONTHLY,"3,000",,,NEW,Crossover
i10,Madinah,Madinah - Khalid Ibn Al Walid,"2,024",MPI,Sedan,Silver,STS,600,,,NEW,Compact
Pegas,Jeddah,Jeddah - Al Fayha,"2,024",LX,Sedan,Silver,MONTHLY,"1,820",,,NEW,Compact
Pegas,Riyadh,Riyadh - Al Falah,"2,023",LX,Sedan,White,MONTHLY,"2,250",,,NEW,Compact
i10,Jeddah,Jeddah - Al-Baghdadiyah Al-Gharbiyah,"2,025",STD,Sedan,White,MONTHLY,"2,105",,,NEW,Compact
i10,Jeddah,Jeddah - Al-Baghdadiyah Al-Gharbiyah,"2,026",MPI,Sedan,White,MONTHLY,"2,211",,,NEW,Compact
Emgrand,Jeddah,Jeddah - Al-Baghdadiyah Al-Gharbiyah,"2,026",STD,Sedan,White,MONTHLY,"2,796",,,NEW,Sedan
i10,Jeddah,Jeddah - Sanabel,"2,026",MPI,Sedan,Grey,MONTHLY,"1,930",,,NEW,Compact
Pegas,Jeddah,Jeddah - Sanabel,"2,026",LX,Sedan,Grey,MONTHLY,"1,930",,,NEW,Compact
Yaris,Dammam,Dammam - Al Rawdah,"2,026",STD,Sedan,White,MONTHLY,"2,460",,,NEW,Compact
Yaris,Dammam,Dammam - Al Rawdah,"2,026",STD,Sedan,White,MONTHLY,"2,460",,,NEW,Compact
Accent,Riyadh,Riyadh - Al Aqiq,"2,026",Fleet,Sedan,White,MONTHLY,"2,634",,,NEW,Compact
Accent,Riyadh,Riyadh - Al Aqiq,"2,026",Fleet,Sedan,White,MONTHLY,"2,634",,,NEW,Compact
Accent,Riyadh,Riyadh - Al Aqiq,"2,026",Fleet,Sedan,White,MONTHLY,"2,634",,,NEW,Compact
Kona,Riyadh,Riyadh - Al Aqiq,"2,025",STD,Crossover,Beige,MONTHLY,"4,105",,,NEW,Crossover
Patrol,Riyadh,Riyadh - Al Aqiq,"2,025",STD,SUV,Black,MONTHLY,"22,850",,,NEW,SUV
Pegas,Jeddah,Jeddah - Bani Malik,"2,026",LX,Sedan,Silver,STS,680,,,NEW,Compact
Pegas,Madinah,Madinah - Airport,"2,026",LX,Sedan,Beige,STS,680,,,NEW,Compact
Pegas,Madinah,Madinah - Al Areed,"2,026",LX,Sedan,Grey,STS,680,,,NEW,Compact
Pegas,Jeddah,Jeddah Airport - Terminal 1,"2,026",LX,Sedan,Grey,STS,680,,,NEW,Compact
Pegas,Jeddah,Jeddah Airport - Terminal 1,"2,026",LX,Sedan,Grey,STS,680,,,NEW,Compact
Dzire,Jeddah,Jeddah - Heraa,"2,025",GL,Sedan,Blue,STS,640,,,NEW,Sedan
i10,Riyadh,Riyadh - Al Wadi,"2,024",MPI,Sedan,Grey,MONTHLY,"1,820",,,NEW,Compact
i10,Riyadh,Riyadh - Urubah,"2,024",MPI,Sedan,Blue,MONTHLY,"1,820",,,NEW,Compact
Pegas,Riyadh,Riyadh - Al Yarmuk,"2,024",LX,Sedan,White,STS,600,,,NEW,Compact
Raize,Riyadh,Riyadh - Al Yarmuk,"2,023",XLE,SUV,Blue,MONTHLY,"2,140",,,USED,Crossover
Tahoe,Riyadh,Riyadh Airport - Terminal 5,"2,025",STD,SUV,Black,MONTHLY,"17,120",,,NEW,SUV
Yaris,Riyadh,Riyadh - Al Aqiq,"2,023",Y,Sedan,Silver,STS,939,,,NEW,Compact
Accent,Riyadh,Riyadh - Al Aqiq,"2,023",Smart Plus,Sedan,Grey,MONTHLY,"2,630",,,NEW,Compact
Creta,Riyadh,Riyadh - Al Urubah,"2,026",Smart,SUV,Black,STS,"1,130",,,NEW,Crossover
Pegas,Riyadh,Riyadh - Al Yarmuk,"2,025",LX,Sedan,Silver,MONTHLY,"1,980",,,NEW,Compact
Yaris,Riyadh,Riyadh - Al-Qirawan ( 1 ),"2,026",Y,Sedan,White,STS,"1,040",,,NEW,Compact
Dzire,Riyadh,Riyadh - Al-Qirawan ( 1 ),"2,024",GL,Sedan,White,STS,600,,,NEW,Sedan
Pegas,Riyadh,Noon - Dhahrat Laban,"2,026",H,Sedan,Silver,STS,740,,,NEW,Compact
Pegas,Riyadh,Noon - Dhahrat Laban,"2,026",H,Sedan,Silver,STS,740,,,NEW,Compact
Pegas,Riyadh,Riyadh - Al Masiaf,"2,026",H,Sedan,Silver,STS,740,,,NEW,Compact
Pegas,Riyadh,Riyadh - Al Masiaf,"2,026",H,Sedan,Silver,STS,740,,,NEW,Compact
Elantra,Madinah,Madinah - Khalid Ibn Al Walid,"2,023",Fleet,Sedan,Grey,MONTHLY,"2,620",,,NEW,Sedan
Raize,Jeddah,Jeddah - Al Fayha,"2,023",XLE,SUV,Red,MONTHLY,"2,140",,,USED,Crossover
Urban Cruiser,Riyadh,Qurtubah,"2,026",STD,Crossover,Silver,MONTHLY,"3,740",,,NEW,Crossover
Taurus,Riyadh,Riyadh - Al Wadi,"2,025",Ambiente,Sedan,Black,MONTHLY,"6,210",,,NEW,Sedan
Taurus,Riyadh,Riyadh - Al Wadi,"2,025",Ambiente,Sedan,Black,STS,"2,400",,,NEW,Sedan
Venue,Riyadh,Riyadh - Al Wadi,"2,024",STD,Crossover,White,MONTHLY,"3,000",,,NEW,Crossover
Pegas,Jeddah,Jeddah - Al Fayha,"2,026",LX,Sedan,Beige,MONTHLY,"1,930",,,NEW,Compact
Pegas,Jeddah,Jeddah - Al Fayha,"2,026",LX,Sedan,Beige,MONTHLY,"1,930",,,NEW,Compact
Pegas,Dammam,Dammam - Al Itisalat,"2,024",LX,Sedan,Beige,MONTHLY,"2,179",,,NEW,Compact
Dzire,Riyadh,Riyadh - King Fahd,"2,023",GL,Sedan,Silver,MONTHLY,"2,459",,,NEW,Sedan
Pegas,Dammam,Dammam - Al Itisalat,"2,023",LX,Sedan,Silver,STS,969,,,NEW,Compact
Pegas,Dammam,Dammam - Al Itisalat,"2,023",LX,Sedan,Silver,STS,969,,,NEW,Compact
Taurus,Riyadh,Riyadh - Al Aqiq,"2,022",Ambiente NG,Sedan,Black,MONTHLY,"7,459",,,NEW,Sedan
Cooper,Riyadh,Riyadh - Urubah,"2,023",STD,Hatchback,Grey,STS,"3,600",,,NEW,Compact
Yaris,Jeddah,Jeddah - Ar Rawdah,"2,023",Y,Sedan,Grey,MONTHLY,"2,479",,,NEW,Compact
Creta,Riyadh,Riyadh - Malqa,"2,023",Smart,SUV,Golden,MONTHLY,"4,169",,,NEW,Crossover
Accent,Riyadh,Riyadh - Al Yarmuk,"2,025",Fleet,Sedan,Grey,MONTHLY,"3,079",,,NEW,Compact
Accent,Riyadh,Riyadh - Al Yarmuk,"2,025",Fleet,Sedan,Grey,MONTHLY,"3,079",,,NEW,Compact
Elantra,Riyadh,Riyadh - Al Yarmuk,"2,025",Fleet,Sedan,Grey,MONTHLY,"3,489",,,NEW,Sedan
Pegas,Al Khobar,Khobar -  King Abdullah Branch Road,"2,025",LX,Sedan,Gold,STS,779,,,NEW,Compact
Pegas,Al Khobar,Khobar -  King Abdullah Branch Road,"2,025",LX,Sedan,Gold,STS,779,,,NEW,Compact
Pegas,Riyadh,Riyadh - Dhahrat Laban,"2,024",LX,Sedan,White,STS,859,,,NEW,Compact
Yaris,Riyadh,Riyadh - Dhahrat Laban,"2,023",Y,Sedan,Silver,STS,889,,,NEW,Compact
Sunny,Riyadh,Riyadh - Dhahrat Laban,"2,022",Classic,Sedan,White,STS,819,,,NEW,Compact
Sunny,Dammam,Dammam - Al Itisalat,"2,024",SV,Sedan,Grey,MONTHLY,"2,399",,,NEW,Compact
Sunny,Dammam,Dammam - Al Itisalat,"2,024",SV,Sedan,Grey,MONTHLY,"2,399",,,NEW,Compact
Sunny,Al Khobar,Al Khobar -  Al-Thuqbah,"2,024",SV,Sedan,Silver,MONTHLY,"2,349",,,NEW,Compact
Kicks,Dammam,Dammam - Al Itisalat,"2,024",S,SUV,Grey,MONTHLY,"3,079",,,NEW,Crossover
Sunny,Al Khobar,Al Khobar -  Al-Thuqbah,"2,024",S,Sedan,Silver,STS,"1,049",,,NEW,Compact
Sunny,Al Khobar,Al Khobar -  Al-Thuqbah,"2,024",S,Sedan,Silver,STS,"1,049",,,NEW,Compact
Dzire,Riyadh,Riyadh - An Nahdah,"2,023",GL,Sedan,Grey,STS,742,,,NEW,Sedan
Dzire,Riyadh,Riyadh - Qurtubah,"2,023",GL,Sedan,Grey,STS,639,,,NEW,Sedan
Dzire,Riyadh,Riyadh - Al Wurud,"2,023",GL,Sedan,Grey,STS,639,,,NEW,Sedan
Dzire,Riyadh,Riyadh - Qurtubah,"2,023",GL,Sedan,Grey,STS,742,,,NEW,Sedan
Pegas,Riyadh,Riyadh - An Nahdah,"2,023",LX,Sedan,Grey,STS,639,,,NEW,Compact
Dzire,Riyadh,Riyadh - An Nahdah,"2,023",GL,Sedan,Grey,STS,639,,,NEW,Sedan
Dzire,Riyadh,Riyadh - An Nahdah,"2,023",GL,Sedan,Grey,STS,639,,,NEW,Sedan
Accent,Jeddah,Jeddah - Ar Rawdah,"2,023",Smart Plus,Sedan,White,MONTHLY,"2,459",,,NEW,Compact
Accent,Jeddah,Jeddah - Ar Rawdah,"2,023",Smart Plus,Sedan,White,MONTHLY,"2,459",,,NEW,Compact
Yukon,Riyadh,Riyadh - Qurtubah,"2,023",STD,SUV,Black,STS,"3,880",,,NEW,SUV
Pegas,Riyadh,Riyadh - Alawali,"2,024",STD,Sedan,White,STS,650,,,NEW,Compact
Accent,Riyadh,Riyadh - Qurtubah,"2,025",STD,Sedan,Silver,STS,950,,,NEW,Compact
Pegas,Riyadh,Riyadh - An Nahdah (Pick up),"2,025",LX,Sedan,Gray,STO,"2,100","2,300",36,NEW,Compact
Kicks,Dammam,Dammam - Al Itisalat,"2,024",S,SUV,Black,STS,"1,939",,,NEW,Crossover
K3,Dammam,Dammam - Al Itisalat,"2,025",STD,Sedan,Black,MONTHLY,"3,199",,,NEW,Compact
K3,Dammam,Dammam - Al Itisalat,"2,025",STD,Sedan,Grey,MONTHLY,"3,149",,,NEW,Compact
Accent,Dammam,Dammam - Al Itisalat,"2,023",Smart Plus,Sedan,Silver,MONTHLY,"2,469",,,NEW,Compact
Accent,Riyadh,Riyadh - Al Aqiq,"2,023",Smart Plus,Sedan,Silver,MONTHLY,"2,630",,,NEW,Compact
RX5,Riyadh,Riyadh - Al Yarmuk,"2,023",STD,SUV,White,STS,"1,190",,,NEW,Crossover
Pegas,Riyadh,Riyadh - Al Yarmuk,"2,026",STD,Sedan,Grey,STS,600,,,NEW,Compact
Pegas,Riyadh,Riyadh - An Nahdah,"2,026",STD,Sedan,Grey,STS,600,,,NEW,Compact
Pegas,Riyadh,Riyadh - An Nahdah,"2,026",STD,Sedan,Grey,STS,600,,,NEW,Compact
Pegas,Jeddah,Jeddah - Al Fayhaa,"2,026",LX,Sedan,White,STS,,,,NEW,Compact
Pegas,Jeddah,Jeddah - Al Fayhaa,"2,026",LX,Sedan,White,STS,,,,NEW,Compact
Pegas,Jeddah,Jeddah - Al Fayhaa,"2,026",LX,Sedan,White,STS,,,,NEW,Compact
S450,Jeddah,Jeddah - Madina Al-Munawarah,"2,026",STD,Sedan,Black,STS,"13,685",,,NEW,Luxury
S450,Riyadh,Riyadh - Rahmaniyyah,"2,026",STD,Sedan,Black,STS,"13,685",,,NEW,Luxury
E200,Riyadh,Riyadh - Rahmaniyyah,"2,026",STD,Sedan,Grey,MONTHLY,"25,279",,,NEW,Sedan
CT5,Jeddah,Jeddah - Madina Al-Munawarah,"2,026",2 0L Turbo RWD,Sedan,Black,STS,"6,335",,,NEW,Sedan
Defender,Jeddah,Jeddah - Madina Al-Munawarah,"2,025",STD,SUV,Grey,MONTHLY,"38,029",,,NEW,SUV
Sunny,Dammam,Dammam - Al Qadisyyah,"2,023",S,Sedan,White,MONTHLY,"2,189",,,NEW,Compact
Sunny,Dammam,Dammam - Al Qadisyyah,"2,023",S,Sedan,White,MONTHLY,"2,129",,,NEW,Compact
Sunny,Al Khobar,Khobar - Al Thawn,"2,023",S,Sedan,White,MONTHLY,"2,119",,,NEW,Compact
Veloz,Riyadh,Riyadh - Al Yarmuk,"2,023",STD,SUV,White,STS,"1,500",,,NEW,Crossover
Veloz,Riyadh,Riyadh - Al Yarmuk,"2,023",STD,SUV,White,STS,"1,500",,,NEW,Crossover
HS,Riyadh,Riyadh - Al Yarmuk,"2,023",STD,SUV,White,STS,"1,190",,,NEW,Crossover
